MW,LogP,HBA,HBD,RotBonds,AroRings,TPSA,HeavyAtoms,Heteroatoms
1361.6670000000008,-5.010999999999987,17,19,44,2,590.7699999999999,97,34
453.53500000000037,2.2131999999999996,7,2,5,1,88.46000000000001,33,7
495.5720000000004,2.7840000000000007,8,1,6,1,94.53,36,8
399.48700000000025,1.7403,6,2,5,1,74.69,29,6
1352.6620000000007,-5.706100000000005,18,18,27,2,564.7499999999999,94,35
1380.7160000000008,-4.9275000000000055,18,18,27,2,564.7499999999999,96,35
1380.7160000000008,-4.9275000000000055,18,18,27,2,564.7499999999999,96,35
1352.6620000000007,-5.706100000000005,18,18,27,2,564.7499999999999,94,35
356.51000000000005,4.062700000000003,3,1,2,1,43.78,26,4
354.53800000000024,4.665520000000004,2,0,2,1,23.550000000000004,26,3
354.5380000000001,4.665520000000003,2,0,2,1,23.550000000000004,26,3
410.64600000000013,6.260700000000007,2,0,5,1,23.550000000000004,30,3
971.1319999999998,-1.2629999999999864,14,12,12,4,325.2999999999999,68,22
971.1319999999998,-1.2629999999999864,14,12,12,4,325.2999999999999,68,22
490.69200000000023,3.273200000000001,6,4,14,3,84.99000000000001,36,6
490.69200000000023,3.273200000000001,6,4,14,3,84.99000000000001,36,6
518.7460000000002,3.8761000000000028,6,3,15,3,62.21,38,6
518.7460000000002,3.8761000000000028,6,3,15,3,62.21,38,6
518.7460000000002,3.8761000000000028,6,3,15,3,62.21,38,6
518.7460000000002,3.8761000000000028,6,3,15,3,62.21,38,6
518.7460000000002,3.8761000000000028,6,3,15,3,62.21,38,6
329.444,1.3879000000000006,5,5,9,2,90.54,24,5
343.47100000000006,1.7301000000000009,5,4,9,2,81.75,25,5
433.5960000000001,3.5612000000000013,5,4,12,3,67.76,32,5
447.6230000000002,3.903400000000002,5,3,12,3,58.97,33,5
419.5690000000002,3.3005000000000013,5,4,11,3,81.75,31,5
433.5960000000002,3.561200000000002,5,4,12,3,67.76,32,5
447.6230000000002,3.903400000000003,5,3,12,3,58.970000000000006,33,5
419.56900000000013,3.3005000000000013,5,4,11,3,81.75,31,5
518.7460000000002,3.8761000000000028,6,3,15,3,62.21,38,6
351.4940000000001,3.075500000000001,3,1,7,2,49.57000000000001,26,4
380.4880000000002,3.5915000000000026,3,1,8,2,60.85,28,5
789.9779999999998,2.8570000000000055,8,6,19,4,186.20000000000002,58,13
540.7080000000002,3.980400000000002,4,2,12,3,81.75,40,7
422.5730000000003,3.435900000000002,3,2,9,2,64.68,31,6
447.5010000000003,3.795300000000003,3,1,8,2,52.650000000000006,32,8
407.5580000000003,3.6430000000000025,3,1,9,2,52.650000000000006,30,5
393.53100000000023,3.252900000000002,3,1,8,2,52.650000000000006,29,5
279.37999999999994,1.5737,4,1,6,0,57.61,20,4
279.37999999999994,1.5737,4,1,6,0,57.61,20,4
257.3329999999999,2.6778200000000005,3,1,2,1,40.54,19,3
257.33299999999997,2.42302,3,0,0,1,29.540000000000003,19,3
257.33299999999997,2.42302,3,0,0,1,29.540000000000003,19,3
275.34799999999996,1.7285199999999996,4,2,2,1,60.769999999999996,20,4
374.52500000000003,3.824420000000004,4,2,11,1,69.64,27,5
284.3999999999999,2.0121,3,2,10,0,69.64,20,5
369.5530000000002,4.342500000000004,4,0,7,1,28.07,27,4
367.53700000000015,3.8083000000000027,4,0,6,1,28.07,27,4
382.9610000000001,3.609700000000002,5,2,4,2,55.39,25,7
531.9140000000002,6.632920000000006,5,1,8,4,77.76,37,10
259.34899999999993,2.2887000000000004,3,0,0,0,29.540000000000003,19,3
290.407,2.583500000000001,4,0,3,0,41.9,21,4
276.37999999999994,1.4498999999999997,4,1,0,0,55.56,20,4
259.34899999999993,2.1313000000000004,3,0,2,0,37.38,19,3
277.364,1.4834999999999998,4,1,0,0,49.769999999999996,20,4
287.42799999999994,3.755200000000003,3,1,5,2,21.259999999999998,20,3
287.42799999999994,3.755200000000003,3,1,5,2,21.259999999999998,20,3
409.5550000000002,4.349920000000004,5,0,6,3,47.36,29,6
457.5740000000003,4.327100000000004,5,0,7,3,49.160000000000004,34,6
536.5030000000002,6.040900000000008,4,0,7,3,36.02,37,7
511.6660000000003,4.637100000000004,5,0,10,3,45.25,38,6
511.6660000000003,4.671600000000004,5,0,9,3,45.25,38,6
516.0850000000003,5.316400000000005,4,0,8,3,36.02,37,6
508.0870000000003,5.449000000000005,5,0,7,3,36.02,35,7
508.0870000000003,5.449000000000005,5,0,7,3,36.02,35,7
481.42000000000036,4.716900000000004,5,0,8,2,51.24,32,8
961.0929999999997,-0.3058999999999937,16,10,25,3,317.78,67,23
1088.8049999999998,-0.49849999999998956,13,10,25,3,327.2,69,23
931.0129999999999,-1.2484999999999857,13,10,23,3,327.2,67,21
975.1199999999998,0.0842000000000061,16,10,26,3,317.78,68,23
1102.8319999999999,-0.10839999999999073,13,10,26,3,327.2,70,23
945.04,-0.8583999999999858,13,10,24,3,327.2,68,21
553.6080000000004,3.2887000000000017,10,2,7,2,116.15000000000002,40,10
493.5560000000002,2.9204000000000017,8,2,5,2,97.69000000000003,36,8
521.5660000000001,3.1011000000000015,8,1,6,2,103.76000000000002,38,9
359.4220000000002,2.1363000000000003,6,1,3,1,68.23,26,6
363.4100000000001,0.6560999999999995,7,3,2,1,91.62000000000002,26,7
373.4050000000002,1.6628999999999998,6,1,3,1,85.3,27,7
377.4370000000001,1.3101999999999998,7,2,3,1,80.62000000000002,27,7
345.3950000000001,1.8104999999999998,6,2,2,1,71.39000000000001,25,6
333.38399999999996,0.5825999999999998,6,4,2,1,91.18,24,6
304.43,4.692300000000006,3,3,8,1,60.69,22,3
458.58100000000024,5.351300000000005,5,1,8,4,42.32,34,6
645.3190000000002,6.936200000000007,4,0,11,3,42.68,31,6
381.69000000000005,5.801400000000003,3,0,6,3,27.05,24,6
495.5790000000002,4.9356000000000035,6,2,12,4,91.76,37,7
437.5310000000002,4.308100000000003,5,1,6,2,29.950000000000003,30,8
333.4530000000002,3.9299000000000026,4,1,5,1,55.4,23,5
344.845,5.376700000000004,2,0,4,4,17.82,25,3
268.356,4.828600000000005,2,2,4,2,40.46,20,2
318.8730000000001,4.894400000000004,3,0,4,2,6.48,21,4
853.918,3.7357000000000036,14,4,10,3,221.28999999999996,62,15
429.1340000000001,6.117800000000003,4,0,6,3,39.41,26,8
567.7960000000003,4.747620000000004,6,4,9,2,101.9,40,8
650.7760000000003,3.2752000000000026,10,4,5,2,130.58,48,10
416.1350000000001,6.454800000000002,3,0,6,3,27.05,25,7
586.1970000000001,8.948000000000002,4,2,12,4,70.42,41,6
531.4399999999999,4.205800000000003,7,0,7,3,69.06,36,10
477.0480000000002,5.088000000000005,3,1,7,3,43.78,34,5
371.524,5.9961000000000055,2,0,8,3,12.47,28,2
670.855,3.092400000000003,7,5,12,3,166.75,49,11
473.5940000000001,6.075200000000007,6,2,7,4,70.0,34,6
429.5680000000002,3.4757000000000025,5,0,7,3,52.57000000000001,32,6
429.5680000000002,3.4757000000000025,5,0,7,3,52.57000000000001,32,6
435.5970000000002,3.537200000000003,6,0,7,3,52.57000000000001,31,7
513.6420000000004,4.403100000000004,6,1,8,3,78.01,38,8
507.6600000000003,4.320500000000004,7,1,8,3,78.01,36,9
518.6620000000004,4.285620000000003,6,2,9,3,93.8,38,9
518.6620000000004,4.285620000000003,6,2,9,3,93.80000000000001,38,9
529.6850000000002,5.039200000000005,6,1,10,3,78.01,39,8
535.7140000000004,5.100700000000006,7,1,10,3,78.01,38,9
535.7140000000003,5.100700000000005,7,1,10,3,78.01,38,9
535.7140000000002,5.100700000000005,7,1,10,3,78.01,38,9
515.6580000000004,4.649100000000004,6,1,9,3,78.01,38,8
521.6870000000004,4.710600000000004,7,1,9,3,78.01,37,9
525.6970000000005,4.819300000000005,5,1,9,3,68.78,39,7
492.66400000000044,3.8705000000000034,5,1,11,2,65.12,36,7
492.66400000000044,3.8705000000000034,5,1,11,2,65.12,36,7
525.6970000000005,4.819300000000005,5,1,10,3,68.78,39,7
526.6560000000002,4.927300000000005,4,1,8,3,55.89000000000001,39,7
544.6710000000003,4.145700000000003,5,2,10,3,76.11999999999999,40,8
542.6990000000003,5.563400000000006,4,1,10,3,55.89000000000001,40,7
474.59500000000014,6.544700000000007,2,0,7,3,23.550000000000004,35,5
457.59300000000013,5.8006000000000055,3,0,7,3,36.440000000000005,34,5
457.59300000000013,5.8006000000000055,3,0,7,3,36.440000000000005,34,5
457.59300000000013,5.8006000000000055,3,0,7,3,36.440000000000005,34,5
507.6530000000002,6.953800000000007,3,0,7,4,36.440000000000005,38,5
499.63000000000017,5.973900000000006,3,1,7,3,52.650000000000006,37,6
513.6570000000003,6.364000000000007,3,1,8,3,52.650000000000006,38,6
513.6570000000003,6.364000000000006,3,1,8,3,52.650000000000006,38,6
529.6560000000003,6.583900000000007,4,1,8,3,61.88000000000001,39,7
529.6560000000003,6.583900000000007,4,1,8,3,61.88000000000001,39,7
529.6560000000003,6.583900000000007,4,1,8,3,61.88000000000001,39,7
496.6800000000002,6.2712000000000065,5,0,7,4,49.330000000000005,36,6
494.6640000000003,6.025200000000007,5,0,5,4,49.330000000000005,36,6
482.65300000000013,5.881100000000006,5,0,6,4,49.330000000000005,35,6
480.6370000000003,5.635100000000007,5,0,5,4,49.330000000000005,35,6
468.62600000000015,5.491000000000006,5,0,5,4,49.330000000000005,34,6
510.66300000000035,5.261600000000006,6,0,5,4,58.56,37,7
523.7060000000001,5.176800000000005,6,0,5,4,52.57,38,7
524.6900000000003,5.386100000000007,6,1,5,4,69.56,38,7
498.65200000000016,4.853500000000005,6,1,7,4,69.56,36,7
349.478,3.7489000000000026,3,1,5,2,45.230000000000004,26,4
446.6200000000001,5.118000000000005,5,0,7,3,49.330000000000005,32,6
418.5660000000001,4.337800000000004,5,0,5,3,49.330000000000005,30,6
348.3950000000001,2.9810000000000016,6,1,1,1,89.9,25,6
645.8040000000003,1.1121000000000028,9,7,7,2,199.95,44,14
802.886,-2.003099999999989,11,10,19,3,295.60999999999996,58,18
576.6970000000003,4.3134400000000035,5,3,8,4,115.96999999999998,43,8
540.6640000000002,2.5334400000000006,5,3,6,3,115.96999999999998,40,8
487.61900000000026,5.477900000000006,4,1,7,3,47.02,36,6
767.954,2.5108000000000077,14,2,30,1,145.23000000000002,54,14
583.7760000000004,5.755900000000005,6,3,8,3,125.46000000000001,40,10
766.893,1.0864000000000078,9,8,20,2,257.56,55,16
619.7160000000005,0.3589000000000065,8,7,16,1,228.45999999999998,44,14
371.4850000000001,2.6103400000000008,7,2,4,2,87.31,27,7
453.5620000000003,4.340540000000003,7,1,5,3,76.31,33,8
407.5180000000002,3.6390400000000023,7,1,4,3,76.31,30,7
453.56200000000035,4.340540000000003,7,1,5,3,76.31,33,8
412.32800000000026,2.4926000000000004,6,2,4,1,74.69,25,7
577.6850000000002,2.6548000000000016,4,4,6,4,123.4,43,9
416.5180000000002,2.5006000000000004,7,2,5,1,80.26,30,7
455.51500000000027,-0.9042999999999966,6,6,11,2,176.64000000000001,33,10
464.5410000000004,3.448400000000002,5,2,7,3,81.69,34,8
414.50500000000034,3.5726000000000013,4,3,2,3,68.72,31,5
